5,10
20,5
8,4
163,3
31,2
16,2
3357,2
271,2
241,2
41957,2
44617,1
1541,1
47879,1
83022,1
218,1
345369,1
5009,1
588,1
1146,1
16840,1
12903,1
379,1
5840,1
13661,1
995,1
4920,1
17184,1
4992,1
1914,1
390,1
9231,1
9090,1
404560,1
233,1
9057,1
7456,1
1614,1
2972,1
7925,1
28035,1
1365,1
17113,1
4192,1
49003,1
24,1
745,1
53373,1
323680,1
28138,1
113,1
5877,1
289,1
53,1
69776,1
2439,1
893,1
803,1
20515,1
18871,1
59,1
38,1
1098,1
124,1
808,1
41552,1
2680,1
50280,1
465678,1
693,1
10782,1
486558,1
541574,1
213813,1
34,1
6524,1
7,1
8785,1
15005,1
6214,1
466060,1
9577,1
