5,10
20,5
163,3
8,3
5877,2
41957,2
3357,2
16,2
34,2
31,2
289,1
379,1
390,1
588,1
590,1
693,1
745,1
803,1
808,1
893,1
995,1
1146,1
1365,1
1914,1
2439,1
2972,1
4192,1
4920,1
4992,1
5009,1
5840,1
6214,1
6524,1
7456,1
7925,1
8785,1
9057,1
9090,1
9231,1
9577,1
10782,1
12903,1
13661,1
15005,1
16840,1
17113,1
17184,1
18871,1
20515,1
28035,1
28138,1
41552,1
44617,1
47879,1
49003,1
50280,1
53373,1
69776,1
83022,1
213813,1
323680,1
345369,1
404560,1
465678,1
466060,1
486558,1
498932,1
541574,1
7,1
24,1
38,1
53,1
59,1
113,1
218,1
233,1
271,1
