8,52
5,21
53,5
20,4
34,4
7,4
31,3
143,2
247,2
38,2
25,2
77388,2
3,2
36609,1
4360,1
4388,1
555,1
559,1
48613,1
590,1
5713,1
177,1
7426,1
100500,1
102396,1
202,1
110173,1
208,1
210,1
222,1
9680,1
233,1
988,1
1017,1
44,1
1153,1
15122,1
280,1
286,1
1367,1
1418,1
1425,1
1558,1
457005,1
468140,1
468141,1
56,1
20279,1
448,1
2274,1
2285,1
501,1
3148,1
507,1
510,1
21,1
24,1
135,1
8669,0
8799,0
9631,0
10191,0
10914,0
13154,0
14013,0
14438,0
14548,0
14657,0
14870,0
15850,0
16071,0
16199,0
17204,0
17809,0
18194,0
19266,0
19392,0
19988,0
20315,0
22391,0
25565,0
27061,0
27208,0
27618,0
28890,0
30145,0
30218,0
30451,0
32048,0
35037,0
35943,0
36956,0
37613,0
39366,0
43507,0
48586,0
63509,0
70703,0
71618,0
77426,0
81695,0
84538,0
103880,0
149469,0
164235,0
169843,0
176392,0
180892,0
190484,0
209412,0
212257,0
255487,0
262974,0
337432,0
346276,0
351074,0
392064,0
392453,0
416155,0
419655,0
444083,0
456925,0
126194,0
12,0
59,0
61,0
86,0
112,0
123,0
128,0
163,0
201,0
243,0
274,0
276,0
287,0
302,0
345,0
428,0
453,0
495,0
513,0
532,0
546,0
547,0
616,0
641,0
648,0
650,0
690,0
891,0
893,0
961,0
962,0
1031,0
1082,0
1098,0
1188,0
1363,0
1606,0
1764,0
1947,0
1965,0
2234,0
2459,0
2725,0
2918,0
3334,0
3357,0
3672,0
3885,0
4077,0
4205,0
4454,0
4696,0
5400,0
5974,0
6606,0
6661,0
8331,0
