5,7
38,5
8841,3
891,2
9386,2
298537,2
324,2
1098,2
53,2
20,2
289,2
113,2
21010,2
2680,2
803,1
1070,1
1367,1
1755,1
1844,1
2072,1
2388,1
2992,1
3046,1
3581,1
4496,1
4595,1
4696,1
5247,1
5840,1
6836,1
7120,1
10382,1
10482,1
11453,1
15049,1
16094,1
16743,1
20614,1
21767,1
22989,1
24191,1
25004,1
25234,1
39933,1
47067,1
61808,1
64704,1
69308,1
98521,1
119234,1
177175,1
197058,1
242841,1
254438,1
335316,1
401072,1
411062,1
452820,1
488421,1
494043,1
498932,1
24,1
31,1
34,1
82,1
111,1
143,1
177,1
188,1
369,1
482,1
587,1
620,1
659,1
