8,36
5,20
53,5
7,4
20,3
77388,2
31,1
102396,1
5713,1
1017,1
20702,1
24,1
34,1
15122,1
56,1
44,1
233,1
2274,1
202,1
1153,1
286,1
110173,1
135,1
7426,1
590,1
20279,1
468140,1
100500,1
25,1
457005,1
143,1
1367,1
38,1
222,1
468141,1
3148,1
9680,1
501,1
210,1
571,0
495,0
952,0
14870,0
232032,0
1188,0
61,0
77426,0
30218,0
1098,0
1606,0
86,0
342460,0
163,0
255487,0
58002,0
25565,0
546,0
274,0
10914,0
351074,0
128,0
382,0
180892,0
169843,0
32048,0
2165,0
4604,0
35037,0
112,0
30145,0
345,0
63509,0
3438,0
6661,0
893,0
17809,0
20922,0
12,0
1947,0
14657,0
3357,0
690,0
346276,0
4454,0
19988,0
1594,0
27208,0
43507,0
18264,0
14013,0
616,0
37613,0
4077,0
14438,0
392064,0
5400,0
18194,0
287,0
17204,0
59,0
27618,0
77,0
4205,0
3672,0
5974,0
513,0
10191,0
559,0
1244,0
123,0
35943,0
60,0
71618,0
149469,0
302,0
532,0
8331,0
2234,0
710,0
