8,72
5,39
53,8
20,5
25,5
34,4
31,4
7,4
21,3
143,3
77388,2
44,2
38,2
247,2
3,2
56,2
110173,1
1418,1
102396,1
448,1
2274,1
4360,1
893,1
501,1
36609,1
571,1
468140,1
4388,1
286,1
1153,1
1289,1
1546,1
350335,1
20702,1
1017,1
988,1
135,1
453,1
202,1
590,1
1367,1
24,1
7426,1
510,1
392,1
559,1
1558,1
222,1
457005,1
16447,1
140455,1
210,1
9680,1
468141,1
64883,1
57723,1
22911,1
3831,1
20279,1
2285,1
1425,1
280,1
185,1
555,1
208,1
1747,1
201,0
346276,0
70641,0
345,0
3438,0
4980,0
19988,0
690,0
1594,0
3357,0
5349,0
435129,0
70703,0
20922,0
8331,0
35037,0
4454,0
456925,0
6661,0
13154,0
30145,0
17809,0
424926,0
3885,0
164235,0
12,0
64582,0
181638,0
87576,0
6235,0
710,0
63509,0
1363,0
961,0
3339,0
108833,0
25565,0
3183,0
9631,0
416155,0
4648,0
177,0
48586,0
241155,0
219301,0
276,0
360629,0
3133,0
5974,0
262974,0
379681,0
176392,0
3672,0
43507,0
60,0
25043,0
14013,0
2929,0
616,0
1764,0
27208,0
4077,0
14438,0
37661,0
392064,0
4205,0
23556,0
4417,0
648,0
2459,0
6606,0
952,0
7461,0
16199,0
1606,0
1098,0
4696,0
337432,0
495,0
232032,0
374095,0
1188,0
212257,0
419655,0
81695,0
36956,0
8799,0
30451,0
10914,0
30218,0
128,0
377553,0
274,0
546,0
22391,0
2165,0
61,0
382,0
255487,0
17689,0
4604,0
112,0
163,0
342460,0
126194,0
15850,0
5400,0
1082,0
1244,0
123,0
39366,0
209412,0
302,0
10191,0
35943,0
3334,0
8669,0
891,0
71618,0
149469,0
532,0
1965,0
27618,0
28890,0
180892,0
14870,0
84538,0
17204,0
59,0
17424,0
14548,0
190484,0
428,0
77,0
77426,0
8674,0
513,0
641,0
16071,0
