2024,3986027,1.2335885838405865
2024,5714393,1.7203904386322544
2024,2727190,1.8315162178756574
2024,6839676,1.890097047847216
2024,2475046,1.9067762305162395
2024,6889511,1.923904339979852
2024,5048722,1.9502464138741806
2024,3507963,1.9781560693503537
2024,1179301,1.9887535868192177
2024,6211993,2.001619041293449
2023,2399784,1.7499602177049067
2023,1562153,1.8806850079197956
2023,5209046,1.9817056799733341
2023,4187950,2.023907227655459
2023,4805938,2.0538783347582346
2023,5096656,2.0797343511771076
2023,7922836,2.1032648955434015
2023,2119532,2.119373164624719
2023,7131187,2.1341129572181177
2023,6446854,2.142813350593317
2022,4319926,1.5782728975696443
2022,7969409,1.8285727319436027
2022,1358440,1.9101345318454759
2022,677346,1.951703950811954
2022,4437849,1.9778903526718519
2022,4133408,2.002648745380849
2022,6282236,2.026980564169161
2022,6796780,2.0393528055660375
2022,3509923,2.0493435715862423
2022,2930281,2.060627867928367
2021,557461,1.7096013813645132
2021,487770,1.9427318077271398
2021,805536,2.0787504015180667
2021,7559679,2.1485906372979873
2021,5835620,2.17357651178883
2021,6804863,2.1873934038620666
2021,3140941,2.223590352855492
2021,4576893,2.241522394616848
2021,7719006,2.2581305362349533
2021,4919740,2.2734106527624416
2020,5261498,1.8605445581486204
2020,7170543,2.0809330146123663
2020,408220,2.1665227793330817
2020,4732735,2.1906941662805837
2020,6224360,2.234449051917003
2020,917226,2.262322274493498
2020,6120688,2.2786991018699227
2020,3831366,2.29251598456581
2020,6231519,2.301614037459191
2020,235125,2.3171500801671336
2019,5459846,1.8284369308530775
2019,8188316,2.1152925351249348
2019,5669729,2.178917971169509
2019,4354192,2.2160239867898714
2019,3024382,2.2464229972678362
2019,4558680,2.270338535356459
2019,3245862,2.297053738860157
2019,4488233,2.318160783702869
2019,7200704,2.338284847258029
2019,8184441,2.3471258646531776
2018,6032380,1.9080724290739817
2018,8104103,2.1322699335279975
2018,5402146,2.173821544380201
2018,5455626,2.2212662733487627
2018,8470102,2.2560366077902407
2018,5839594,2.2757133287796063
2018,5641322,2.3018389150632714
2018,7739364,2.3142650157601627
2018,9069804,2.345891457397148
2018,6742633,2.3545339067228817
2017,691016,1.7399902172471322
2017,3226153,2.1265905822648694
2017,6698156,2.1878138725713447
2017,380730,2.2470643707820184
2017,7162814,2.2660688294397198
2017,7000797,2.2959948040441542
2017,6702370,2.301983193913682
2017,7102312,2.317971432500765
2017,603466,2.3378563593980135
2017,2189608,2.3448929098114237
2016,4769477,1.8920139223679306
2016,1777113,2.1210971221054
2016,7690132,2.1749463217239113
2016,6989023,2.2601971028891907
2016,6937994,2.300828917030629
2016,3655098,2.3156065823006595
2016,4181747,2.3416232823417666
2016,7401959,2.3673274939910938
2016,6055058,2.3878554713667723
2016,7431154,2.4047999781427745
2015,1226520,1.617083265105851
2015,1830797,2.1042782845179597
2015,6232896,2.213517910698964
2015,7188813,2.2450099287259566
2015,2695564,2.2937611343155124
2015,7070106,2.336403688587424
2015,292075,2.3610019758346286
2015,2929162,2.3807083595205065
2015,5875499,2.4070321335337455
2015,1211604,2.423146166528208
