5,48
8,17
38,10
20,8
16,5
34,5
7,5
507,4
379,4
51,3
24,3
41957,2
241,2
1063,2
398,2
31,2
53,2
143,2
1367,2
319,2
44,2
289,2
465678,1
3283,1
9090,1
2438,1
14650,1
19755,1
3046,1
659,1
5382,1
2992,1
620,1
200,1
209123,1
161,1
1153,1
10315,1
2680,1
693,1
1614,1
177,1
324,1
3843,1
590,1
49,1
7605,1
4920,1
460,1
111,1
15005,1
5009,1
417,1
20975,1
415,1
9386,1
730,1
34633,1
233,1
808,1
3554,1
1298,1
18858,1
9653,1
466,1
202,1
50707,1
21515,1
4718,1
2715,1
4992,1
413647,1
995,1
242841,1
137,1
51161,1
10796,1
1962,1
105008,1
40091,1
25991,1
3994,1
280331,1
25234,1
345,1
96,1
4097,1
1266,1
276,1
205,1
907,1
18325,1
1110,1
1755,0
2972,0
5257,0
65234,0
65246,0
5195,0
482,0
891,0
222160,0
9293,0
16602,0
6836,0
21010,0
24191,0
1943,0
2006,0
46360,0
22989,0
4595,0
587,0
779,0
70027,0
2796,0
116822,0
46383,0
1406,0
17636,0
394710,0
73813,0
1413,0
20614,0
8157,0
497794,0
657,0
163,0
123,0
77859,0
17184,0
7456,0
30586,0
254438,0
4496,0
7925,0
83269,0
503140,0
390,0
81,0
135,0
297,0
17040,0
53287,0
88,0
237316,0
10637,0
39933,0
10482,0
48926,0
193,0
4253,0
64704,0
494043,0
68067,0
15049,0
2427,0
369,0
802,0
20158,0
36857,0
16840,0
143224,0
36928,0
1838,0
588,0
159101,0
102863,0
176803,0
24782,0
335316,0
51894,0
349314,0
119234,0
77846,0
10382,0
461040,0
9305,0
1190,0
197058,0
61808,0
4196,0
1914,0
50604,0
2085,0
65863,0
45756,0
2959,0
335,0
43146,0
17343,0
33408,0
54287,0
69439,0
401072,0
41,0
5146,0
65284,0
420662,0
25573,0
12903,0
231646,0
261252,0
2194,0
6214,0
3581,0
11453,0
207295,0
168918,0
667,0
3443,0
14750,0
14785,0
178,0
8841,0
44307,0
3357,0
153442,0
41485,0
113,0
158,0
120065,0
466060,0
800,0
9577,0
94693,0
323680,0
50280,0
129831,0
18988,0
643,0
498932,0
452820,0
9231,0
9832,0
13422,0
40116,0
345369,0
2072,0
8785,0
43409,0
2439,0
745,0
298537,0
3151,0
53373,0
82,0
1834,0
549170,0
211045,0
218,0
83022,0
6524,0
573,0
501187,0
18871,0
54522,0
10904,0
7902,0
34411,0
61,0
1751,0
1844,0
500965,0
28138,0
53261,0
714,0
3419,0
9057,0
47488,0
8920,0
2121,0
127217,0
517,0
486107,0
27880,0
803,0
33800,0
893,0
20515,0
453,0
124,0
5534,0
404560,0
519178,0
21767,0
73536,0
501,0
17840,0
1036,0
12178,0
274,0
2229,0
54143,0
6970,0
49003,0
44617,0
40310,0
69776,0
5247,0
28957,0
5877,0
203342,0
1146,0
5840,0
4696,0
2553,0
488421,0
150837,0
28035,0
17113,0
71754,0
2389,0
117011,0
419705,0
1098,0
451,0
271,0
47879,0
1541,0
58887,0
4120,0
14806,0
10782,0
3325,0
34939,0
26588,0
180141,0
1070,0
223,0
486558,0
59,0
124136,0
475762,0
4323,0
69784,0
2388,0
541574,0
188,0
2136,0
3983,0
13661,0
213813,0
16889,0
8332,0
69308,0
41552,0
75962,0
366,0
16743,0
313091,0
1365,0
4192,0
43941,0
68700,0
98521,0
