5,5
34,5
8841,3
891,2
38,2
298537,2
24191,2
113,2
111,2
143,2
21010,2
324,2
20,2
289,2
494043,1
177,1
10083,1
14750,1
261252,1
19755,1
460,1
587,1
714,1
10382,1
197058,1
177175,1
13661,1
20975,1
254438,1
335316,1
102863,1
16,1
369,1
9386,1
1844,1
3581,1
16602,1
1943,1
69308,1
573,1
401072,1
3357,1
25234,1
88,1
129831,1
7120,1
242841,1
779,1
415,1
349314,1
9577,1
4253,1
50604,1
4595,1
44,1
1755,1
667,1
2389,1
8920,1
2427,1
16743,1
20614,1
803,1
207295,1
6836,1
1367,1
39933,1
2388,1
178,1
24,1
659,1
31,1
53,1
7927,1
15049,1
61808,1
4696,1
47067,1
482,1
